Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
62a7616e-f9bc-3280-3dfb-dd2184ffeae6,1979-03-26,,999-15-8083,S99938109,X57749776X,Mrs.,Callie226,Cassin499,,Hoppe518,M,white,nonhispanic,F,Chicopee  Massachusetts  US,257 Harris Gate Unit 68,Saugus,Massachusetts,Essex County,01906,42.50886121538666,-71.06371785362208,881989.83,17702.53
adb48503-7f43-782a-80b6-1a015d8a1003,2002-05-16,,999-70-8015,S99946098,,Ms.,Nedra260,Walker122,,,,white,nonhispanic,F,Littleton  Massachusetts  US,941 Schulist Gateway Unit 10,Malden,Massachusetts,Middlesex County,02148,42.39723887996242,-71.10602506898162,438467.89,4474.639999999999
3ab9f40c-658e-8c85-7529-d3f4a9b6eacc,1968-08-12,,999-37-6190,S99977263,X13821024X,Mr.,Jackie93,Stokes453,,,M,white,nonhispanic,M,Dartmouth  Massachusetts  US,811 Hudson Bridge Suite 53,Southbridge,Massachusetts,Worcester County,,42.07297992480351,-71.98999005388468,1134171.06,4986.959999999999
0556bc09-0cdd-c132-489d-399ca986a048,1998-02-25,,999-65-9143,S99956867,X65054664X,Mr.,Mack300,Lind531,,,,white,nonhispanic,M,Sudbury  Massachusetts  US,656 McDermott Divide Suite 57,Sunderland,Massachusetts,Franklin County,,42.49752039390711,-72.52718161148297,465193.69,3055.56
5ce5425b-4594-c15e-94f6-fce96e24e073,1989-04-13,,999-79-1968,S99951097,X30087116X,Mrs.,Yuko264,Pfannerstill264,,Hayes766,M,white,nonhispanic,F,Quincy  Massachusetts  US,502 Marquardt Esplanade,Burlington,Massachusetts,Middlesex County,01803,42.49888783951248,-71.25958493152693,711816.69,5646.959999999999
a6b9551d-5c12-42ae-fb10-c115d1b309ce,1910-10-19,1970-08-05,999-26-8961,S99961967,X66126619X,Mr.,Alberto639,Orosco477,,,M,asian,hispanic,M,Lima  Lima Province  PE,547 Herman Camp Apt 53,Medford,Massachusetts,Middlesex County,02155,42.415590328001464,-71.11015533652325,1415828.2900000003,11536.199999999997
b2550fca-abbd-74bb-6e62-a14f76ea2eef,2002-02-09,,999-46-4169,S99978840,,Ms.,Kisha966,Dach178,,,,white,nonhispanic,F,East Longmeadow  Massachusetts  US,254 Baumbach Vista Suite 24,Waltham,Massachusetts,Middlesex County,02453,42.34027543153356,-71.18853035372706,416668.32,17124.64
9b4d70d9-1b19-cddb-6bbc-880bb96cbc71,1963-03-05,,999-34-7074,S99922451,X4665376X,Mr.,Terrence276,Schmeler639,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,100 Frami Union Unit 67,Methuen,Massachusetts,Essex County,,42.74339314943703,-71.13512902132422,1389210.74,5334.5199999999995
9a76042d-95cd-ba34-220e-fcfd58c7d989,1925-10-12,2010-09-06,999-13-6962,S99935028,X43794230X,Mr.,Albert312,Raynor401,,,S,white,nonhispanic,M,Middleborough  Massachusetts  US,854 Howe Avenue,Barnstable,Massachusetts,Barnstable County,02601,41.646591334587995,-70.30208418162158,111685.07,26335.73
9f88e107-429f-f4b2-ba26-ea74e6bf6438,2001-10-31,,999-82-6150,S99983100,,Mr.,Rodger755,Frami345,,,,black,nonhispanic,M,Somerville  Massachusetts  US,270 Schmitt Mews Unit 68,Revere,Massachusetts,Suffolk County,02151,42.4596484730541,-70.97247905769578,459322.75,3412.24
b51758e7-db55-17d8-0cb3-7acfede0f6cc,1942-05-08,2011-03-25,999-36-4721,S99999680,X86685572X,Mr.,Brady998,Leffler128,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,843 Lemke Club,Framingham,Massachusetts,Middlesex County,,42.319005100287946,-71.44678015390282,1538988.87,11572.199999999999
dd4439f0-f54d-e16d-29d1-61f83ccf57bc,1946-11-28,2016-04-12,999-51-6253,S99934615,X8153728X,Mr.,Bernardo699,Gibson10,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,183 Hoeger Landing,Springfield,Massachusetts,Hampden County,01129,42.16193289439149,-72.57526766108248,34767.3,33356.74
e8bfd621-445a-5156-efc9-e0787587d7d4,1980-12-04,,999-14-8482,S99997357,X71206959X,Mr.,Aldo414,Reichel38,,,M,asian,nonhispanic,M,Natick  Massachusetts  US,860 Harvey Ville,Boston,Massachusetts,Suffolk County,02113,42.332652593059876,-71.10212940125557,122713.3,3965.4799999999996
d3357dbf-0499-2ab5-c87d-5d347944aff3,1960-11-17,,999-86-5972,S99944282,X87455236X,Mrs.,Daisy746,Harris789,,Kutch271,M,white,nonhispanic,F,Boston  Massachusetts  US,425 Dickinson Drive,Cambridge,Massachusetts,Middlesex County,02142,42.33699600957032,-71.15117339648164,1295854.46,13340.579999999998
85db7930-6320-d80f-ee84-3cf80c45b04e,1955-08-13,,999-89-2168,S99993210,X43638858X,Mrs.,Serita370,Renner328,,Hane680,M,black,nonhispanic,F,Harvard  Massachusetts  US,725 Schuppe Common Suite 29,Amherst,Massachusetts,Hampshire County,,42.32640139852224,-72.46107061083113,59009.51,2612.12
956e76a1-104d-1729-4ebf-9e0a4a74ed31,1970-04-12,,999-80-4892,S99948407,X54223821X,Mrs.,Cherish740,Schroeder447,,Kutch271,M,white,nonhispanic,F,Boston  Massachusetts  US,572 Gusikowski Trailer Suite 31,Barnstable,Massachusetts,Barnstable County,02637,41.608242116663384,-70.30563172534086,1121189.86,6282.149999999999
fa8a0143-a307-456c-831d-b9140f37c249,1910-10-19,1994-08-23,999-49-6571,S99967695,X76438999X,Mr.,Joaquín233,Orta736,,,M,asian,hispanic,M,San Salvador  El Salvador  SV,520 Gleichner Ferry Unit 87,Medford,Massachusetts,Middlesex County,02155,42.43208778563246,-71.12630337784043,1395685.22,14117.84
3654bf2f-afbe-620d-b08b-da42c4863564,1971-11-06,,999-96-2447,S99963838,X87260428X,Mr.,Tomas436,Hagenes547,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,412 Brown Tunnel,Fairhaven,Massachusetts,Bristol County,,41.5977834792162,-70.84985266293326,1309355.99,3277.24
1df8e237-8a70-643f-d2f5-b47557ab9609,2020-04-09,,999-65-5645,,,,Mickey576,Feil794,,,,white,nonhispanic,M,Woburn  Massachusetts  US,490 Fisher Wall,Norwell,Massachusetts,Plymouth County,,42.19524323622402,-70.82349121346076,12770.77,641.76
8f428329-62d9-b3b4-05d4-a30064aeaa63,1975-10-01,,999-75-6884,S99971512,X49215574X,Mr.,Mike230,Anderson154,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,378 Feeney Harbor,Billerica,Massachusetts,Middlesex County,,42.60144729960027,-71.22374418951394,925579.68,3773.72
8f40caea-716b-84c9-a088-1e5a7c0dcc9f,1952-06-23,1986-11-17,999-21-3312,S99930500,X13523617X,Mr.,Monroe732,Stamm704,,,M,white,nonhispanic,M,Mendon  Massachusetts  US,227 Cremin Boulevard,Billerica,Massachusetts,Middlesex County,,42.52171511408217,-71.25580756526763,718144.53,3244.56
cdc44f19-721c-4493-62e1-81632bf59f3b,1946-11-28,,999-18-8505,S99942670,X81994526X,Mr.,Jamison785,Ebert178,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,938 Rosenbaum Rest Suite 31,Springfield,Massachusetts,Hampden County,01105,42.15804953735558,-72.48016586276715,63944.11,5926.81
74cb28a7-fced-0867-d191-5d147642f7e7,2006-10-11,,999-54-4446,,,,Candis134,Lowe577,,,,native,nonhispanic,F,Marblehead  Massachusetts  US,238 Hickle Estate Unit 15,Franklin,Massachusetts,Norfolk County,02038,42.12155469161253,-71.39681966226861,288121.0,3136.48
92fe6049-db07-825a-bb56-feedc6474b20,1959-05-10,,999-96-2346,S99953539,X35273928X,Mr.,Kermit56,Borer986,,,M,white,nonhispanic,M,Swansea  Massachusetts  US,555 Klein Drive Apt 39,Pittsfield,Massachusetts,Berkshire County,,42.448824137152464,-73.30901609559811,1487440.99,7004.36
f6a48a75-bf9f-b9d2-af7b-8a3fe3dbfa8d,1925-10-12,1989-09-28,999-25-7241,S99959011,X73613825X,Mr.,Julian715,Hettinger594,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,978 Emmerich Alley Unit 82,Barnstable,Massachusetts,Barnstable County,02672,41.70953130100944,-70.19327409248876,1396381.63,41078.97999999999
442a00d7-7dfd-b469-aa26-3f7d0979c61f,2014-10-17,,999-91-3338,,,,Dustin31,Kuhn96,,,,white,nonhispanic,M,Woburn  Massachusetts  US,558 Luettgen Neck Suite 79,Scituate,Massachusetts,Plymouth County,,42.18685519779887,-70.78125390506467,18633.39,2352.36
a0c724fe-2b50-eec8-d518-893b2c3e8de0,1992-08-17,,999-51-4849,S99963948,X12701856X,Mrs.,Reina25,Moreno82,,Romero158,M,black,nonhispanic,F,Caracas  Capital District  VE,860 Daniel Village,Weymouth,Massachusetts,Norfolk County,,42.205049441656705,-70.97019377212168,648742.55,3577.16
69397fa8-f878-1bcc-7949-de95aaf50e3e,1942-05-08,2020-02-19,999-81-6010,S99992479,X19826228X,Mr.,Jimmie93,Kuhn96,,,M,white,nonhispanic,M,Melrose  Massachusetts  US,661 Schiller Run,Framingham,Massachusetts,Middlesex County,01701,42.28651841984777,-71.42306292386273,1537529.59,28263.389999999974
17273cf2-9396-5165-63e9-6a3307a61fef,1997-07-26,,999-90-1861,S99969720,X15370717X,Mr.,Lou594,Reichert620,,,,white,nonhispanic,M,Westwood  Massachusetts  US,940 Sawayn Key Unit 19,Blackstone,Massachusetts,Worcester County,,42.08967038009656,-71.48757452876501,509624.77999999997,11364.22
e1e9191b-d4c4-ccf1-50f8-a72e3b4641b3,1952-06-23,2013-12-29,999-36-8750,S99945814,X45269964X,Mr.,Theron432,Johns824,,,M,white,nonhispanic,M,Wareham  Massachusetts  US,806 Feeney Track Apt 17,Billerica,Massachusetts,Middlesex County,,42.59529564094505,-71.29231943979946,1412500.46,5470.28
d262a784-3f07-3326-b403-66fa889210a6,1963-11-06,,999-63-4726,S99929749,X73711380X,Mrs.,Alina705,Konopelski743,,Schulist381,M,white,nonhispanic,F,Boston  Massachusetts  US,604 Barton Stravenue Unit 28,Cambridge,Massachusetts,Middlesex County,02138,42.43339068063089,-71.17176307554345,1320450.51,6109.409999999999
0aa38d1e-46b9-5ab5-cc62-bbde1185d4c1,1925-10-12,2009-11-04,999-59-7207,S99982981,X38680145X,Mr.,Jerrell6,Connelly992,,,M,white,nonhispanic,M,Randolph  Massachusetts  US,656 Jast Flat,Barnstable,Massachusetts,Barnstable County,02675,41.71466345211641,-70.4384362388187,1472422.43,12231.779999999999
090defee-36d0-d153-81dd-ff0058a44f20,2005-03-26,,999-93-1544,,,,Vicente970,Bustamante966,,,,white,hispanic,M,Guatemala City  Guatemala  GT,137 Pfeffer Vista Apt 3,Hampden,Massachusetts,Hampden County,,42.072948816588756,-72.44357481224411,428101.6,2824.8399999999997
14bcb62f-5930-edbc-d395-58de9df13fa4,1977-12-16,,999-82-3628,S99912903,X66609226X,Mr.,Britt177,Bergnaum523,,,M,white,nonhispanic,M,Hopkinton  Massachusetts  US,950 Hyatt Throughway Unit 75,Montague,Massachusetts,Franklin County,,42.56934742035432,-72.5449024900962,1058009.37,6556.919999999999
5f24bf65-4a54-6a0b-6cee-ffc6dd99087e,1952-06-23,,999-73-2356,S99948742,X33897344X,Mr.,Kelly223,Gulgowski816,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,993 Huels Alley,Billerica,Massachusetts,Middlesex County,,42.53194412291198,-71.25979730825874,1734703.78,5215.44
2f2f5c18-a0b3-3fac-63ff-453e33bb6285,1942-05-08,,999-15-9379,S99977158,X47804140X,Mr.,Elliot577,Dibbert990,,,M,white,nonhispanic,M,Marblehead  Massachusetts  US,301 Schmidt Plaza Apt 97,Framingham,Massachusetts,Middlesex County,,42.27220233286997,-71.42813028208387,1395474.36,11293.21
50041511-ec5c-dc74-d651-4034c7a40ec0,1950-04-16,,999-39-1346,S99930212,X54873548X,Mr.,Reginald96,Marks830,,,S,black,nonhispanic,M,Burlington  Massachusetts  US,957 Jaskolski Bypass Suite 37,Winchester,Massachusetts,Middlesex County,01890,42.43717334113843,-71.12324477531934,1707017.5400000003,14338.949999999999
8f0dae98-66eb-f03c-18a4-de2a41a2ea93,1964-10-23,,999-22-1154,S99981226,X12574767X,Mr.,Alan320,Smith67,,,M,white,nonhispanic,M,Medford  Massachusetts  US,519 Greenholt Row Apt 59,Billerica,Massachusetts,Middlesex County,,42.54334291418094,-71.21971573005497,1499510.8800000001,5571.24
e0bf6958-287d-e36f-fed1-5f044027c21d,2004-09-11,,999-46-8256,S99974853,,,Chung121,Skiles927,,,,asian,nonhispanic,F,Norton  Massachusetts  US,273 Boehm Crossing Apt 10,Worcester,Massachusetts,Worcester County,01604,42.27632427419612,-71.78452027307821,393024.46,6430.28
d7f46db2-abfc-8df9-174e-f3fee10d8d49,1993-01-24,,999-64-6073,S99915271,X14461767X,Mrs.,Misti388,Wunsch504,,Jones311,M,white,nonhispanic,F,Dartmouth  Massachusetts  US,385 Gorczany Junction,Lowell,Massachusetts,Middlesex County,01854,42.59923994101647,-71.29494143687965,8828.869999999999,0.0
a8ea315c-fadd-fc9b-0148-9fc60b4ff6d1,1980-06-12,,999-31-3938,S99948763,X71002893X,Mr.,Jesse626,Parisian75,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,354 Hane Alley Apt 81,Plymouth,Massachusetts,Plymouth County,02360,41.89841404438646,-70.67977850344788,876489.64,3137.16
b7dfd5dd-8513-b181-8be7-c53509f95d1b,1973-07-20,,999-97-1029,S99985390,X40702665X,Mrs.,Keesha623,Grant908,,Kreiger457,M,white,hispanic,F,Lynn  Massachusetts  US,1089 Dooley Parade Suite 41,Lawrence,Massachusetts,Essex County,,42.69829719815842,-71.20839152469584,997806.88,12523.619999999999
c2a3549c-fa12-694f-d54c-b60477dad0a1,1978-11-02,,999-30-5816,S99967393,X9935679X,Mr.,Rigoberto443,Hermann103,,,M,black,nonhispanic,M,Holyoke  Massachusetts  US,808 Boehm Estate Apt 77,Newton,Massachusetts,Middlesex County,02459,42.306914657070465,-71.22968051812495,1012253.58,4367.08
9d999d31-9c53-fe27-c670-ef93b3113c78,1985-03-10,,999-28-3937,S99965651,X63656057X,Mr.,Nigel915,Sauer652,,,M,white,nonhispanic,M,Melrose  Massachusetts  US,881 Lang Village Suite 83,Peabody,Massachusetts,Essex County,,42.523344174010504,-71.04895236563772,948790.69,2722.2799999999997
6034f48e-3c80-fff2-c65a-554e06c3fc86,1925-10-12,1991-09-23,999-44-8718,S99958285,X66085658X,Mr.,Ike571,Schumm995,,,S,white,nonhispanic,M,Mashpee  Massachusetts  US,370 Beahan Rest Unit 84,Barnstable,Massachusetts,Barnstable County,02647,41.604547286954066,-70.32637433163815,1346359.11,11319.63
d465368e-7d3f-c0ca-d36a-ff0199d3e9c4,2005-03-04,,999-81-2312,,,,Wilson960,Block661,,,,black,nonhispanic,M,Truro  Massachusetts  US,301 Gleason Street Apt 9,Cambridge,Massachusetts,Middlesex County,02138,42.39617748143856,-71.16523350855503,30916.08,474.9599999999999
b6106d75-01d7-0fd0-1e8e-9e812abe6ba6,2005-01-05,,999-74-1872,,,,Launa267,Cole117,,,,white,nonhispanic,F,Billerica  Massachusetts  US,236 Koepp Pathway Suite 3,Framingham,Massachusetts,Middlesex County,01702,42.29397471773077,-71.45332857591009,49066.13,4053.8799999999997
8b25d5ab-05ad-95c9-3c58-7c1477e3e656,1970-02-12,,999-99-2929,S99978149,X41733451X,Mrs.,Arla414,Lubowitz58,,Ebert178,M,white,nonhispanic,F,Raynham  Massachusetts  US,496 Casper Bridge Unit 99,Beverly,Massachusetts,Essex County,01915,42.51392192489358,-70.80329440738322,1092813.59,9166.529999999999
95ddbedd-a58d-b616-62f9-75b8d31df21c,1950-06-05,,999-59-3341,S99932861,X83787173X,Ms.,Bobbie849,Kuvalis369,,,S,white,nonhispanic,F,Boston  Massachusetts  US,807 Waelchi Light Unit 29,Barnstable,Massachusetts,Barnstable County,02675,41.6044300294781,-70.33712539587111,1367932.52,15504.189999999999
c9cf8bb7-e0b9-a615-5616-04baa45385cc,1947-04-10,,999-13-4011,S99933959,X34537371X,Mrs.,Tai836,Nicolas769,,Olson653,M,white,nonhispanic,F,Yarmouth  Massachusetts  US,344 Pacocha Extension,Quincy,Massachusetts,Norfolk County,02169,42.2450558944993,-70.96393756916166,1336667.48,21820.039999999997
372f8c5d-b4f6-da35-da52-868ba81d096f,1979-01-02,,999-81-8824,S99955864,X2495221X,Mr.,Greg949,Prosacco716,,,M,white,nonhispanic,M,Mashpee  Massachusetts  US,456 Pouros Trafficway,East Longmeadow,Massachusetts,Hampden County,,42.09194161710961,-72.51733296759231,1127316.84,4533.0
54700e01-5b55-8d36-1e0e-ba2704d1bfc8,1983-08-02,,999-82-8235,S99999141,X70891006X,Mrs.,Mignon230,Walter473,,Borer986,M,white,nonhispanic,F,Westford  Massachusetts  US,928 Keeling Grove,Acton,Massachusetts,Middlesex County,,42.45054155720147,-71.42427454754227,737437.03,11273.329999999998
39637996-f9b1-034c-2671-6b642c44dd5c,1988-03-06,,999-31-4529,S99952287,X11644875X,Mr.,Bryan958,Wisozk929,,,M,white,nonhispanic,M,Munich  Bavaria  DE,309 Pollich Path Unit 60,Northbridge,Massachusetts,Worcester County,,42.15337255577086,-71.64774673125378,826487.2,3817.9999999999995
d53e62aa-8b62-0b59-21bb-7c0ea3871ace,2010-08-18,,999-96-4352,,,,Max124,Little434,,,,white,nonhispanic,M,Quincy  Massachusetts  US,132 Rutherford Glen Suite 35,Cambridge,Massachusetts,Middlesex County,02141,42.354020757526136,-71.04562985069589,234390.71,2868.16
91268d00-5449-e895-f710-63a90dcac834,1996-07-18,,999-96-3595,S99961267,X52544068X,Ms.,Nancy265,Schmeler639,,,,asian,nonhispanic,F,Dartmouth  Massachusetts  US,1075 Bergnaum Mission Apt 85,Salem,Massachusetts,Essex County,01907,42.54915763975771,-70.93193215124221,602804.18,5063.639999999999
9d93763e-84b7-5d1d-5e31-f3038a3162a0,1944-05-14,,999-39-9137,S99998822,X25990673X,Mrs.,Tammie751,Labadie908,,O'Conner199,M,white,hispanic,F,West Boylston  Massachusetts  US,537 Becker Trailer Unit 76,Peabody,Massachusetts,Essex County,,42.58178359468816,-70.99155756566884,1520947.84,17755.489999999998
203c62ef-202d-49bd-93e4-51111925bb4c,1964-06-27,,999-84-3142,S99975359,X43509121X,Mrs.,Bernardina456,Ward668,,Krajcik437,M,white,nonhispanic,F,Peabody  Massachusetts  US,831 Kirlin Well,Wrentham,Massachusetts,Norfolk County,,42.01417418104724,-71.330971482605,1266302.8,7326.859999999999
9877c2a6-08d7-e072-21ae-1c5a651d0a12,2009-07-02,,999-82-7038,,,,Winston220,Jenkins714,,,,white,nonhispanic,M,Waltham  Massachusetts  US,449 Wunsch Haven Apt 47,Arlington,Massachusetts,Middlesex County,02476,42.40482843162226,-71.13375821734101,300589.16,2583.2
7b94e701-06dd-bcc5-4ab8-133aab54f31d,2011-04-05,,999-31-7649,,,,Guillermina633,Arroyo916,,,,white,hispanic,F,San Salvador  El Salvador  SV,995 Beahan Alley Unit 82,Andover,Massachusetts,Essex County,01810,42.69492947389969,-71.16202863603627,235543.11,2838.16
f6f2bc81-8100-a84d-ea88-920fc3797e1f,1992-04-12,,999-69-2925,S99913387,X6534911X,Mrs.,Jeannine438,Leuschke194,,Cummings51,M,asian,nonhispanic,F,Cantho  Cần Thơ  VN,249 Corwin Path Unit 87,Boston,Massachusetts,Suffolk County,02467,42.32666213398965,-71.15359662887236,575198.85,5817.259999999999
5c986dfa-32f8-8d95-470b-53677c467f74,1941-09-30,,999-15-1392,S99964034,X53457895X,Mr.,Miquel905,Moore224,,,S,white,nonhispanic,M,Methuen  Massachusetts  US,453 Walker Rest Unit 3,Marshfield,Massachusetts,Plymouth County,02050,42.11607699509419,-70.70804456539639,87549.94,13450.07
199ebae7-ec7a-7797-060c-caa5af2ff568,2003-10-25,,999-56-1254,S99911289,,,Chauncey770,Towne435,,,,white,nonhispanic,M,Norwood  Massachusetts  US,865 Bahringer Overpass,Middleton,Massachusetts,Essex County,,42.597181647165534,-70.95724220199145,430012.61,3242.2799999999997
75212630-06f6-b3d2-7ab4-2c2bdb1777fb,1993-02-23,2011-11-29,999-28-9712,S99986336,,Ms.,Marlen929,Lockman863,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,1014 Armstrong Center,Lexington,Massachusetts,Middlesex County,,42.48740740048522,-71.19116230402555,411736.37,3976.5999999999995
f8c9d143-12bd-aa18-7ac6-697cd3d488fd,1986-07-02,,999-77-8743,S99918744,X11943625X,Mrs.,Drusilla108,Krajcik437,,Walsh511,M,white,nonhispanic,F,Swansea  Massachusetts  US,546 Feeney Boulevard Suite 79,Boston,Massachusetts,Suffolk County,02151,42.3471745990426,-70.96701076018257,40555.46,1581.52
74280510-6a70-3a22-032f-4b672b0c397d,1955-06-10,1999-04-14,999-85-2833,S99973707,X60147933X,Mrs.,Belia417,Morar593,,Williamson769,M,white,nonhispanic,F,Revere  Massachusetts  US,562 Roob Fort Suite 22,Franklin,Massachusetts,Norfolk County,02038,42.13289485702574,-71.39872005007375,1056984.41,4400.359999999999
931b7a10-7984-e91f-d754-781df163f9a8,1946-05-09,2020-03-13,999-20-5400,S99950864,X37232107X,Mrs.,Catalina187,Shanahan202,,Kilback373,M,white,nonhispanic,F,Newton  Massachusetts  US,484 Stamm Quay Suite 3,Pittsfield,Massachusetts,Berkshire County,,42.45019120824928,-73.29116121975898,1508559.2200000002,17960.41
f2c8da8f-313b-8b17-0e4b-7b332aadc617,1925-10-12,2020-03-30,999-19-4438,S99953408,X37714351X,Mr.,Cliff504,Cummings51,,,M,white,nonhispanic,M,West Boylston  Massachusetts  US,188 Marquardt Meadow,Barnstable,Massachusetts,Barnstable County,02630,41.764981837594775,-70.38929639372004,189436.13,47849.159999999996
5cb3495c-54cd-41d1-ce9e-45192a5be987,1971-06-21,,999-54-8430,S99963583,X12295553X,Mrs.,Bonita405,Rosenbaum794,,Wyman904,M,white,nonhispanic,F,Needham  Massachusetts  US,403 Wisozk Terrace Unit 37,Marshfield,Massachusetts,Plymouth County,02050,42.1467369388338,-70.67490227955344,1126843.36,9357.199999999999
3c7827d1-ba24-dc65-77d2-7a201ded8dcf,1967-02-06,,999-46-2353,S99930017,X32705783X,Mr.,Young120,Upton904,,,M,white,nonhispanic,M,North Attleborough  Massachusetts  US,1017 Padberg Highlands,Webster,Massachusetts,Worcester County,01570,42.086559593793176,-71.80952934163945,1242630.27,6611.039999999999
c0ec9a51-f5fa-5bd6-35a2-8b8ca3aaaafe,2003-03-09,,999-91-2147,S99986942,,,Lillian593,Mertz280,,,,white,nonhispanic,F,Blackstone  Massachusetts  US,678 Eichmann Route Suite 41,Newton,Massachusetts,Middlesex County,02467,42.31219349353647,-71.27500170421672,361969.64,2853.12
fbceca4e-746b-f491-e0c8-79b66edc4278,1955-06-10,1987-02-13,999-39-9966,S99939944,X37574854X,Mrs.,Laurence43,Wolff180,,King743,M,white,nonhispanic,F,Foxborough  Massachusetts  US,465 Thiel Light,Franklin,Massachusetts,Norfolk County,,42.095934010036196,-71.42339696549921,679813.43,4585.279999999999
8f2955ce-83ec-1cee-1af8-8c9c3a8e0e54,1993-02-23,,999-28-1715,S99937893,X55514329X,Mrs.,Teofila990,Monahan736,,Erdman779,M,white,nonhispanic,F,Danvers  Massachusetts  US,143 Sauer Way,Lexington,Massachusetts,Middlesex County,02421,42.49533022959631,-71.24143938054232,618210.75,4878.719999999999
971aa591-a1fd-8984-2857-afb371e8381f,1969-08-27,,999-36-9601,S99962424,X62394563X,Mrs.,Elsa29,Godoy454,,Bravo546,M,white,hispanic,F,Ponce  Puerto Rico  PR,779 Schamberger Lane,Arlington,Massachusetts,Middlesex County,,42.39460118454364,-71.12752006921421,1063282.17,9083.279999999999
72193dbe-030e-2583-e6dc-e841616f0fa2,1925-10-12,2001-10-06,999-69-8733,S99990208,X695495X,Mr.,Florencio463,Robel940,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,674 Renner Fort Unit 89,Barnstable,Massachusetts,Barnstable County,02655,41.661477744854565,-70.38543312659247,1372866.81,13108.04
db5e581d-5bf6-b5bc-7af5-f764d8b354f8,2004-04-01,,999-76-7062,S99916809,,,Beverlee316,O'Hara248,,,,white,hispanic,F,Swansea  Massachusetts  US,944 Leuschke Meadow,Springfield,Massachusetts,Hampden County,01108,42.07787080320391,-72.46354797323842,361036.83,9732.029999999999
c6abeb98-ea72-1b7a-8590-7783a64edb08,1995-11-06,,999-38-8461,S99991050,X23954471X,Ms.,Myrtle529,Jacobs452,,,,white,nonhispanic,F,Carver  Massachusetts  US,529 McClure Annex Unit 40,Lynn,Massachusetts,Essex County,01906,42.4694299407713,-70.92908630599176,614735.57,6124.44
ff47b9cf-6e08-24d8-0f83-7134a0b7d61b,1955-06-10,,999-79-3388,S99952146,X61116598X,Mrs.,Lorilee250,Bartoletti50,,Hagenes547,M,white,nonhispanic,F,Peabody  Massachusetts  US,929 McClure Plaza Suite 32,Franklin,Massachusetts,Norfolk County,,42.118465083065715,-71.41007181272346,1436531.62,11003.3
a4ace593-68fb-3b30-9342-5657745f51ae,1977-07-24,,999-54-4988,S99935443,X36925864X,Mr.,Harland508,Koelpin146,,,M,white,nonhispanic,M,Berkley  Massachusetts  US,126 Stroman Parade Unit 8,Taunton,Massachusetts,Bristol County,02780,41.9518268004694,-71.09680103999108,31173.25,295.79999999999995
caac9146-0a0a-5497-34df-30f248d396b7,1943-10-14,,999-13-8591,S99920349,X59097588X,Mr.,Jarod376,Cremin516,,,M,white,nonhispanic,M,Agawam  Massachusetts  US,1072 Rosenbaum Gateway Unit 29,New Bedford,Massachusetts,Bristol County,02745,41.58753189151219,-70.96261095038217,276732.39,8905.369999999999
9d311590-c39c-7dc1-ba7d-836579cb2f86,2007-11-29,,999-78-5446,,,,Mickey576,Crooks415,,,,white,nonhispanic,F,Boston  Massachusetts  US,714 Jones Way Suite 79,Peabody,Massachusetts,Essex County,,42.56838265664496,-70.95601908730647,341789.38,2712.3599999999997
fbf518ba-a0dd-540b-811f-ea14244e1b8a,2012-11-10,,999-55-6668,,,,Rico947,Schaden604,,,,white,nonhispanic,M,Rockland  Massachusetts  US,485 Pfeffer Throughway Unit 93,Boston,Massachusetts,Suffolk County,02130,42.323282171506634,-71.12919339890752,25360.579999999998,5905.660000000001
419a05d4-0b6f-15eb-7003-3a08b7758074,1957-05-12,,999-93-1230,S99937459,X83182191X,Mr.,Teddy976,Hermann103,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,953 Pfeffer Mission Unit 1,Winthrop,Massachusetts,Suffolk County,02128,42.357646994368,-70.93307033904016,1453578.44,6126.92
f296d6d4-9139-f871-32bd-1d21e87c8e79,1925-10-12,2013-09-20,999-20-2682,S99930763,X1809471X,Mr.,Dominique369,Senger904,,,M,white,nonhispanic,M,West Brookfield  Massachusetts  US,726 Wisozk Street Apt 95,Barnstable,Massachusetts,Barnstable County,02647,41.70299673376437,-70.26041310023231,1487094.04,30578.59
12cb81c4-998a-72e0-99c1-59df71d50697,1941-01-18,,999-91-1380,S99973767,X8294913X,Mr.,Sol312,Rogahn59,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,822 Jacobs Harbor Unit 3,Lancaster,Massachusetts,Worcester County,,42.517075945105624,-71.6301098277197,1458266.62,10783.64
